"","x_names","importance","RSimportance","rank","absrank","iter","rel_imp"
"8172","polyC1",-176.281378943182,-1,1,1,743,0.0720421531115945
"8178","naLongMax",-96.9759220394601,-1,1,1,744,0.0702861826745785
"8194","polyC1",-117.58359853725,-1,1,1,745,0.0873862318667465
"8200","naLongMax",-97.473097462289,-1,1,1,746,0.0628424740969184
"8249","polyC1",-123.792952202442,-1,1,1,750,0.124941794369384
"8260","polyC1",-115.293953587245,-1,1,1,751,0.0941519073293767
"8271","polyC1",-135.191404278965,-1,1,1,752,0.0931625419573788
"8304","polyC1",-90.3239862947357,-1,1,1,755,0.0980649757831179
"8326","polyC1",-151.87814583345,-1,1,1,757,0.115476789011288
"8348","polyC1",-134.994844186162,-1,1,1,759,0.120966570050604
"8356","oliG1",-100.210318003423,-1,1,1,760,0.11075082560031
"8381","polyC1",-82.280821422585,-1,1,1,762,0.126502827808184
"8392","polyC1",-132.281020844837,-1,1,1,763,0.12432007515933
"8396","naLatMax",-43.5992536877487,-1,1,1,764,0.188568815796078
"8436","polyC1",-124.219015693855,-1,1,1,767,0.127807262818503
"8442","naLongMax",-97.2421473606115,-1,1,1,768,0.0693368264306744
"8453","naLongMax",-119.247173654209,-1,1,1,769,0.125454035547761
"8519","naLongMax",-123.156029312235,-1,1,1,775,0.102976504709694
"8534","phenoRange",-128.723601926873,-1,1,1,776,0.127744012753967
"8546","polyC1",-168.417868975051,-1,1,1,777,0.0762616366544876
"8568","polyC1",-113.907894476837,-1,1,1,779,0.0730862959287171
"8579","polyC1",-150.274339501864,-1,1,1,780,0.0924146129489039
"8585","naLongMax",-84.3013341743048,-1,1,1,781,0.0786147998387094
"8601","polyC1",-119.009144951826,-1,1,1,782,0.116540976802008
"8618","naLongMax",-172.365064716567,-1,1,1,784,0.116494241781066
"8645","polyC1",-100.892220944909,-1,1,1,786,0.057669281496167
"8677","phenoRange",-53.9384859296186,-1,1,1,789,0.0634636033262238
"8689","polyC1",-121.509136315702,-1,1,1,790,0.154003506524841
"8722","polyC1",-110.717145933709,-1,1,1,793,0.0699520534087472
"8739","naLongMax",-131.437314814158,-1,1,1,795,0.118798772776668
"8755","polyC1",-137.514321009553,-1,1,1,796,0.099579005953707
"8771","naLatMin",-96.787621108039,-1,1,1,798,0.1025365457403
"8809","phenoRange",-111.14956667253,-1,1,1,801,0.0934753875687578
"8816","naLongMax",-180.554306541348,-1,1,1,802,0.129420443352725
"8854","polyC1",-92.9876440994706,-1,1,1,805,0.0988788692855356
"8865","polyC1",-178.517315058998,-1,1,1,806,0.0728202838538214
"8876","polyC1",-133.238502725905,-1,1,1,807,0.160683236221261
"8909","polyC1",-105.099389389031,-1,1,1,810,0.0885640188630731
"8920","polyC1",-70.0894471115848,-1,1,1,811,0.0740556737230912
"8931","polyC1",-108.631759039269,-1,1,1,812,0.0808512093295577
"8942","polyC1",-108.467247962371,-1,1,1,813,0.0658018191131497
"8953","polyC1",-120.439915610459,-1,1,1,814,0.117952984776904
"8986","polyC1",-90.8498179922111,-1,1,1,817,0.0819393715625458
"8997","polyC1",-146.733849245473,-1,1,1,818,0.0913326764848061
"9019","polyC1",-153.721687897758,-1,1,1,820,0.0933014155332603
"9030","polyC1",-166.107727247347,-1,1,1,821,0.0900312753382068
"9052","polyC1",-138.198215063117,-1,1,1,823,0.0914703042806003
"9063","polyC1",-132.301940135413,-1,1,1,824,0.0915213682438144
"9129","polyC1",-168.96725526523,-1,1,1,830,0.0763842371345258
"9151","polyC1",-102.415774869131,-1,1,1,832,0.112248486318543
"9173","polyC1",-142.03442859421,-1,1,1,834,0.0765219157945874
"9183","phenoRange",-88.3907215081348,-1,1,1,835,0.104874215310682
"9195","polyC1",-137.779380842547,-1,1,1,836,0.0783902414300362
"9199","naLatMax",-131.889803080162,-1,1,1,837,0.149632401142863
"9216","phenoRange",-102.131736057835,-1,1,1,838,0.163672912717765
"9239","polyC1",-73.9138381551601,-1,1,1,840,0.106155858835438
"9250","polyC1",-102.40861201916,-1,1,1,841,0.111083683682104
"9272","polyC1",-130.562759226831,-1,1,1,843,0.0960956053205065
"9294","polyC1",-118.919969731738,-1,1,1,845,0.122849055252705
"9305","polyC1",-123.717759699996,-1,1,1,846,0.0857556432883149
"9315","phenoRange",-52.9129437365931,-1,1,1,847,0.13894382878023
"9326","phenoRange",-163.137427270585,-1,1,1,848,0.0954513796709424
"9338","polyC1",-105.238398899467,-1,1,1,849,0.0970012363480018
"9360","polyC1",-145.740755213748,-1,1,1,851,0.137876058341254
"9392","phenoRange",-72.1090962391451,-1,1,1,854,0.123284621766552
"9415","polyC1",-132.994122024105,-1,1,1,856,0.148143275879432
"9448","polyC1",-104.278467206293,-1,1,1,859,0.127200616779957
"9459","polyC1",-152.71520127485,-1,1,1,860,0.0765348281687593
"9487","naLongMax",-101.457568004859,-1,1,1,863,0.0858164578690634
"9509","naLongMax",-236.143154769776,-1,1,1,865,0.12046127512469
"9525","polyC1",-141.808742781221,-1,1,1,866,0.159636808992697
"9536","polyC1",-142.466579419868,-1,1,1,867,0.105455349186266
"9553","naLongMax",-110.592076816774,-1,1,1,869,0.139642656116437
"9580","polyC1",-106.399738739136,-1,1,1,871,0.109124965767315
"9602","polyC1",-90.6221413451886,-1,1,1,873,0.0626338352484156
"9623","phenoRange",-125.200114518352,-1,1,1,875,0.133801744565164
"9657","polyC1",-144.630121571875,-1,1,1,878,0.11472638286133
"9662","naLatMin",-94.1672484962684,-1,1,1,879,0.0861913681073608
"9690","polyC1",-128.344952148871,-1,1,1,881,0.110152212909824
"9767","polyC1",-176.583412556873,-1,1,1,888,0.0960251666631611
"9784","naLongMax",-107.136730030648,-1,1,1,890,0.118453962162846
"9795","naLongMax",-175.821919371016,-1,1,1,891,0.119788738280846
"9833","polyC1",-73.4591825086663,-1,1,1,894,0.0795532890540407
"9855","polyC1",-114.715516413037,-1,1,1,896,0.0823594631952112
"9866","polyC1",-152.137710620307,-1,1,1,897,0.125483963751815
"9877","polyC1",-167.235022090291,-1,1,1,898,0.105120514589374
"9883","naLongMax",-87.9256920236912,-1,1,1,899,0.105566485631321
"9893","naLatMin",-111.862866117881,-1,1,1,900,0.136641207567602
"9910","polyC1",-93.8693179452307,-1,1,1,901,0.108666755428978
"9932","polyC1",-152.80996760288,-1,1,1,903,0.0910611746368829
"9965","polyC1",-142.247136359622,-1,1,1,906,0.115762052866821
"9987","polyC1",-210.34731204519,-1,1,1,908,0.164929011895162
"10009","polyC1",-116.692280987337,-1,1,1,910,0.109245344910925
"10036","naLatMin",-76.2100472085221,-1,1,1,913,0.0795566689172591
"10053","polyC1",-66.7623438078182,-1,1,1,914,0.0812050404398356
"10059","naLongMax",-122.361995055282,-1,1,1,915,0.124354325711498
"10086","polyC1",-136.756119004877,-1,1,1,917,0.088879901682756
"10119","polyC1",-168.920338397005,-1,1,1,920,0.104313573420903
"10140","phenoRange",-95.123467118735,-1,1,1,922,0.143611913367314
"10213","naLongMax",-113.927334017821,-1,1,1,929,0.152527026993148
"10228","phenoRange",-87.3242937710312,-1,1,1,930,0.100640466053052
"10246","naLongMax",-64.0735857592145,-1,1,1,932,0.0894317138187177
"10255","naLatMax",-75.2018957823206,-1,1,1,933,0.0903733540262102
"10295","polyC1",-160.132732488045,-1,1,1,936,0.0807757289776831
"10404","phenoRange",-102.544954369463,-1,1,1,946,0.0992200107361805
"10416","polyC1",-59.8453091079702,-1,1,1,947,0.147922447299969
"10427","polyC1",-143.083272329211,-1,1,1,948,0.0824502756259285
"10438","polyC1",-132.9454272608,-1,1,1,949,0.0743133173725145
"10444","naLongMax",-86.5680086625947,-1,1,1,950,0.0722080603178687
"10455","naLongMax",-99.1210112720736,-1,1,1,951,0.121663081940705
"10482","polyC1",-96.0641578581673,-1,1,1,953,0.0808401011832439
"10504","polyC1",-160.420546171338,-1,1,1,955,0.0897545327425934
"10515","polyC1",-72.4829238380127,-1,1,1,956,0.070418297877442
"10576","naLongMax",-103.941990958591,-1,1,1,962,0.104284402142239
"10603","polyC1",-111.65979450499,-1,1,1,964,0.0635827490138438
"10620","naLongMax",-95.1096010125115,-1,1,1,966,0.0896131811275847
"10647","polyC1",-122.463807091026,-1,1,1,968,0.0633379975552365
"10668","phenoRange",-114.397119748364,-1,1,1,970,0.0682257902884202
"10680","polyC1",-88.6459929088533,-1,1,1,971,0.0618076260860911
"10686","naLongMax",-92.5821048669512,-1,1,1,972,0.11986945987275
"10702","polyC1",-82.7347389025592,-1,1,1,973,0.0870959783765758
"10713","polyC1",-107.270340492618,-1,1,1,974,0.0663409021885941
"10724","polyC1",-116.293633812242,-1,1,1,975,0.108205120967178
"10757","polyC1",-136.74967344427,-1,1,1,978,0.119318455092761
"10768","polyC1",-164.104361285385,-1,1,1,979,0.112203657166146
"10774","naLongMax",-113.371706549086,-1,1,1,980,0.102881556532349
"10790","polyC1",-161.166780803045,-1,1,1,981,0.0980019364773972
"10840","naLongMax",-76.9799070701531,-1,1,1,986,0.057726859363405
"10878","polyC1",-82.8809220203617,-1,1,1,989,0.0949615387321932
"10883","naLatMin",-85.983209242682,-1,1,1,990,0.0808182067046542
"10911","polyC1",-110.325822150817,-1,1,1,992,0.0972835637231234
"10944","polyC1",-126.112403095186,-1,1,1,995,0.108320543597651
"10966","polyC1",-122.271185325921,-1,1,1,997,0.0599109786163965
"10988","polyC1",-108.281442859945,-1,1,1,999,0.108273975418525
"10421","naLatMin",-142.93315396796,-0.99895083220556,2,2,948,0.0855571791400001
"10899","phenoRange",-73.1014169214486,-0.998821004045626,1,2,991,0.0804437821027877
"6483","naLatMin",-111.622260291802,-0.997508108038814,2,2,590,0.0989147709597749
"3519","polyC1",-118.560983929241,-0.997355538233657,2,2,320,0.0827889521715951
"10037","naLongMax",-75.9004560589375,-0.99593765965349,2,2,913,0.0826173532466842
"5169","polyC1",-111.703745920266,-0.995784340674489,2,2,470,0.0799859781475837
"10075","polyC1",-87.1791546079163,-0.995460615012463,1,2,916,0.0902388041979624
"2291","naLatMax",-110.853773841291,-0.995248204895489,1,2,209,0.154992409797784
"9212","naLongMax",-101.639206386874,-0.995177506131083,2,2,838,0.0398479221477382
"8788","polyC1",-129.66643934117,-0.995070409428923,1,2,799,0.0791553230963385
"8656","polyC1",-126.559504873053,-0.994263883675519,1,2,787,0.0653507562962364
"4256","polyC1",-98.3190855654645,-0.993402974995072,1,2,387,0.0740359525643288
"10470","phenoRange",-83.3516134180603,-0.993333233912499,1,2,952,0.119237842776469
"8123","naLongMax",-112.837320156033,-0.992705916890558,1,2,739,0.113673130074608
"5950","polyC1",-104.276045940017,-0.99265652356237,1,2,541,0.0557825180179126
"978","polyC1",-86.0584963982333,-0.992623871473273,1,2,89,0.1295928486661
"2617","polyC1",-86.4675757152458,-0.992571861226935,1,2,238,0.141042498073475
"2694","polyC1",-87.5267425780573,-0.992366732246968,2,2,245,0.0967127375804307
"9734","polyC1",-95.5394782430894,-0.992216412093589,1,2,885,0.0850811355564127
"5703","naLongMax",-74.19282246658,-0.990307742259038,1,2,519,0.101385186267668
"6555","polyC1",-95.0117376636988,-0.99024885805753,1,2,596,0.0695710403096746
"10801","polyC1",-106.839386686153,-0.989777392187637,1,2,982,0.077339288541111
"9789","polyC1",-105.972236749862,-0.989130774474324,2,2,890,0.106669938154802
"6638","naLongMax",-105.05007641296,-0.988864595345536,1,2,604,0.0981241605584177
"1186","phenoRange",-90.9938056239365,-0.988782353055994,2,2,108,0.130221947916349
"1340","phenoRange",-143.747824058909,-0.98875344803799,2,2,122,0.083705987231785
"3804","phenoRange",-65.6269338647369,-0.988102924002962,2,2,346,0.101215918442028
"9277","naLatMin",-82.2575733099174,-0.987203731189235,1,2,844,0.0937239656242753
"2903","polyC1",-123.170138342707,-0.986682876990993,2,2,264,0.0994872744544667
"7930","polyC1",-110.185933939189,-0.986515827505609,1,2,721,0.100119522720855
"9546","phenoRange",-120.323719756889,-0.985912461616658,1,2,868,0.107860307848487
"8711","polyC1",-97.752201002944,-0.985841905162341,1,2,792,0.0959847238731372
"5977","naLatMin",-125.751725647307,-0.983832807914914,1,2,544,0.112281140135378
"1154","polyC1",-105.871660140151,-0.983096030391671,1,2,105,0.074431985248092
"10592","polyC1",-46.318815789612,-0.982625062905779,1,2,963,0.0588330495252848
"10636","polyC1",-109.398477570016,-0.981930365526516,1,2,967,0.0822251205265262
"7929","phenoRange",-109.632745425224,-0.98156302450154,2,3,721,0.124913688730647
"5499","polyC1",-96.428777374057,-0.980616715592142,1,2,500,0.097286169276751
"4119","naLongMax",-99.7111920552869,-0.979812437483067,2,2,375,0.137712641177091
"2715","phenoRange",-96.2099147509097,-0.97977480912618,1,2,247,0.107991038467706
"1374","polyC1",-85.1828195901738,-0.979424092506806,1,2,125,0.100056224609213
"5179","phenoRange",-77.0926326895267,-0.979283078608107,1,2,471,0.105710587501819
"10185","polyC1",-96.9466792898444,-0.979073356726393,1,2,926,0.0760372979512795
"5586","phenoRange",-67.2230815077666,-0.97894851122256,2,2,508,0.082109554049523
"8359","polyC1",-97.9855630980923,-0.977799143345148,2,2,760,0.0911807629825815
"4993","polyC1",-104.25228676389,-0.975438275965898,1,2,454,0.103014703659617
"9331","naLatMax",-102.637512959086,-0.975285770521221,2,2,849,0.105626011395174
"10136","naLongMax",-92.7286348296678,-0.974823959201594,2,2,922,0.109501483471243
"8667","polyC1",-113.84301555181,-0.973339719386905,1,2,788,0.103079407228188
"4603","naLongMax",-116.100323501617,-0.972966588876011,2,2,419,0.154892313208194
"6550","naLongMax",-93.0335579527057,-0.969631508580383,2,3,596,0.159461090441418
"4013","phenoRange",-118.22232131146,-0.968274952057515,2,2,365,0.119272822497595
"8530","naLongMax",-124.600739014135,-0.967971196804448,2,2,776,0.114184033329639
"6423","polyC1",-103.682653101235,-0.964325325160874,2,2,584,0.0714398951310955
"1583","polyC1",-81.0917820440708,-0.9637969160603,1,2,144,0.0879820158011999
"2408","polyC1",-63.691313540366,-0.962615575381209,1,2,219,0.112230344434361
"9096","polyC1",-65.3584797529828,-0.962506674072634,1,2,827,0.066215913204861
"4262","naLongMax",-84.364787412738,-0.962287201088809,1,3,388,0.0571684361383479
"10383","polyC1",-117.262142896373,-0.961275219251153,1,2,944,0.0696869513296475
"6709","polyC1",-83.5954997262868,-0.960534963533656,1,2,610,0.0850488221166784
"3756","naLongMax",-66.0016737396149,-0.959885302320509,1,2,342,0.0730965820160739
"9261","polyC1",-80.8251796735239,-0.959526041595436,1,2,842,0.125403139212647
"3838","polyC1",-89.8558649316652,-0.95948791805829,1,2,349,0.0536488936147057
"1259","naLongMax",-80.1598412981055,-0.959409906998241,2,2,115,0.121563577579045
"9612","phenoRange",-89.716191773164,-0.95757813661058,1,2,874,0.0729807566328877
"1286","polyC1",-111.134456424276,-0.956617020005737,2,2,117,0.109480549219967
"3679","naLongMax",-71.042463632219,-0.955364794153853,1,2,335,0.0807838676808762
"5565","polyC1",-131.354158071871,-0.955161528729052,1,2,506,0.116395194511689
"4724","naLongMax",-72.9124359666641,-0.954998872430527,1,2,430,0.123350872004751
"2898","naLongMax",-119.202903065013,-0.954902421353246,3,3,264,0.103692631912685
"4801","naLongMax",-69.5603740273745,-0.953884900144929,2,2,437,0.101195213001826
"10537","polyC1",-70.0594789197953,-0.953604350311538,1,2,958,0.0726736059344777
"3860","polyC1",-111.327314339509,-0.952904292264905,1,2,351,0.0874695435335863
"9393","polyC1",-68.7089882518259,-0.952847724286503,2,2,854,0.102544480592126
"1731","naLatMin",-64.0846202853312,-0.952384515144466,1,2,158,0.123614057224177
"6506","naLongMax",-59.0355038328134,-0.952334681710066,1,2,592,0.0782313004740077
"648","polyC1",-56.3578019927769,-0.952078058593461,2,2,59,0.10247623581471
"7199","naLongMax",-102.858269860699,-0.951862507280294,1,2,655,0.111115116065196
"4322","polyC1",-136.416114819562,-0.951664156135117,1,2,393,0.134877770918138
"10400","naLongMax",-97.5439106758556,-0.951230719011404,2,3,946,0.151783398632857
"889","phenoRange",-89.7553716665639,-0.950878443396044,1,2,81,0.111427146554049
"5791","naLongMax",-97.6259361546902,-0.949027197599844,1,2,527,0.0612136770785922
"3019","naLongMax",-101.606740140313,-0.949013329841577,1,2,275,0.141491651618916
"988","phenoRange",-85.2401800160685,-0.948666132273226,2,2,90,0.109914786465948
"10856","polyC1",-68.4863468552586,-0.948116066236977,1,2,987,0.0976260138670714
"9140","polyC1",-104.405751187981,-0.947263785652197,1,2,831,0.0753005588005302
"10730","naLongMax",-85.3430326699713,-0.947001178820035,1,2,976,0.0729614448086323
"4437","naLatMin",-51.4712799520051,-0.946551933678863,2,2,404,0.129689786538867
"4949","polyC1",-77.8015658704037,-0.945063445581646,1,3,450,0.120300141389486
"5224","polyC1",-126.798948446871,-0.944711309329078,1,2,475,0.126332563238519
"2034","polyC1",-95.0160207864151,-0.944115600779824,1,2,185,0.0878480305377273
"1974","naLongMax",-130.461795526481,-0.942888966570717,1,2,180,0.0799432022068055
"2056","polyC1",-87.5267140949731,-0.942245025223433,1,2,187,0.11837027730161
"4664","polyG1",-82.0850810739642,-0.942183195341718,2,2,424,0.106251592381613
"8980","naLatMin",-85.4631893934986,-0.940708427185023,2,2,817,0.0994192428309498
"7599","phenoRange",-78.1451096231485,-0.940585808010777,2,2,691,0.08209171578976
"3457","naLatMax",-139.241150868352,-0.940391688210566,1,2,315,0.181455665685947
"1396","polyC1",-119.123276547114,-0.940266154743781,1,2,127,0.107128242753554
"153","polyC1",-103.114269116308,-0.939981408114018,1,2,14,0.156429981093
"9322","naLongMax",-153.298759224424,-0.93969092065034,2,2,848,0.10990364542546
"2964","naLongMax",-58.5179557557494,-0.937329296610961,2,3,270,0.139628616623386
"4504","naLongMax",-122.393797970479,-0.935908064453852,1,2,410,0.127043023424387
"8524","polyC1",-115.21385490614,-0.935511282310347,2,2,775,0.0922293491054586
"2155","polyC1",-100.145353680763,-0.934735016548041,1,2,196,0.109773052710012
"252","polyC1",-106.103952183554,-0.934675076226037,1,2,23,0.0925165176343748
"1391","naLongMax",-118.391924921225,-0.934493435918602,2,3,127,0.0978308288263742
"7352","naLatMin",-81.903048879837,-0.9341061899962,1,2,669,0.0627697763146028
"4454","polyC1",-102.625099008002,-0.932202510320349,1,2,405,0.0924990539745079
"9095","phenoRange",-63.2644846939285,-0.931669294937864,2,3,827,0.110143260520255
"7270","polyC1",-74.3115904178921,-0.931469255405556,1,2,661,0.0724871909773709
"6258","polyC1",-157.332244788005,-0.931182807303278,1,2,569,0.0987840185718272
"3112","polyC1",-123.371320265679,-0.930314231776089,1,2,283,0.0911656661024479
"10466","naLongMax",-77.9829065688075,-0.929352289599536,2,3,952,0.143405029351414
"3916","polyG1",-88.3702908104256,-0.928903590789929,2,2,356,0.0720744286449657
"8150","polyC1",-153.089149520337,-0.928630975033184,1,2,741,0.097686078144878
"8915","naLongMax",-65.0235505605651,-0.927722406727584,2,3,811,0.105781527148355
"2419","polyC1",-66.4640611566568,-0.927290496261994,2,2,220,0.0618764907439178
"4234","polyC1",-124.810212231412,-0.926883308299058,1,2,385,0.0909842994434531
"4932","naLatMin",-81.4255920389318,-0.926744069691532,1,2,449,0.0845120572051961
"6363","naLongMax",-126.80704797641,-0.926336365007982,1,2,579,0.182192033496779
"10834","polyC1",-104.841051104917,-0.926294369402493,1,2,985,0.108466509372087
"3206","naLongMax",-131.579079021281,-0.926294274677353,1,2,292,0.125611810611266
"6521","phenoRange",-137.372896684281,-0.92556487974948,2,2,593,0.149973959848404
"4904","phenoRange",-91.3241599243129,-0.92488944478123,2,2,446,0.0996726031221351
"478","naLongMax",-109.000380661647,-0.923959887427971,2,2,44,0.133151330418732
"1148","naLatMin",-99.4352048975435,-0.923328821769228,2,3,105,0.136226398633288
"3976","naLongMax",-113.875075537747,-0.921694691413006,1,2,362,0.118594531333043
"9008","polyC1",-68.2590235229047,-0.921603879239008,1,3,819,0.0763177856578408
"5307","naLongMax",-82.2273473191999,-0.921569826441151,2,2,483,0.113420267309331
